model,provider,deployment,profile_id,repetition,rationale_high,autonomy_infringement,procedural_legitimacy,collective_responsibility,access_barriers,coercive_backlash
GPT-4.1,OpenAI,,P25,4,"She values her health and has a flexible schedule, but the in-person registration, paperwork, and long wait are inconvenient, especially with a young child and no regular healthcare provider. Her medium trust in public health also makes her somewhat hesitant.",0,0,1,1,0
GPT-4.1,OpenAI,,P25,5,"She values her health and has a flexible schedule, but the in-person registration, paperwork, and waiting time are inconvenient, especially with a young child and no regular healthcare provider. Her medium trust in public health also makes her somewhat hesitant.",0,0,1,1,0
GPT-4.1,OpenAI,,P26,1,"She values her health and has a child, so she is motivated to get vaccinated, but the inconvenient registration process, travel distance, and paperwork are significant deterrents. Her flexible schedule helps, but the hassle lowers her willingness.",0,0,0,0,0
GPT-4.1,OpenAI,,P26,2,"She values her health and has a child to protect, but the inconvenient registration process, travel distance, and paperwork are significant barriers. Her medium trust in public health and flexible schedule increase willingness somewhat, but the hassle lowers it.",0,0,1,0,0
GPT-4.1,OpenAI,,P26,3,"She values her health and has a child to protect, but the inconvenient registration process, travel, paperwork, and waiting time are significant barriers. Her medium trust in public health and flexible schedule make her somewhat willing, but not highly motivated.",0,0,1,0,0
GPT-4.1,OpenAI,,P26,4,"She values her health and has a child to protect, but the inconvenient registration process, travel distance, and paperwork are significant barriers. Her medium trust in public health and flexible schedule make her somewhat willing, but the hassle lowers her enthusiasm.",0,0,1,0,0
GPT-4.1,OpenAI,,P26,5,"She values her health and has a child, so vaccination is important, but the inconvenient registration process, travel distance, and paperwork are significant deterrents. Her flexible schedule helps, but the hassle may lower her enthusiasm.",0,0,0,0,0
GPT-4.1,OpenAI,,P27,1,"She values health and has access to resources, but the in-person, paperwork-heavy process and long wait time are inconvenient, especially with a young child and self-employment. Her medium trust in authorities may also reduce motivation, but overall willingness remains moderate.",0,0,0,0,0
GPT-4.1,OpenAI,,P27,2,"She values her health and has the flexibility to attend, but the in-person registration, paperwork, and waiting time are inconvenient. Her medium trust in public health and the administrative burden lower her enthusiasm, but she is still likely to proceed.",0,0,1,0,0
GPT-4.1,OpenAI,,P27,3,"She values health and has flexible scheduling, but the in-person, paperwork-heavy process and wait time are inconvenient, especially with a young child. Her medium trust in authorities may also make her less motivated to overcome these barriers.",0,0,0,0,0
GPT-4.1,OpenAI,,P27,4,"She values her health and has access to healthcare, but the in-person, paperwork-heavy process and long wait time are inconvenient, especially with a young child and self-employment responsibilities. Her medium trust in public health also slightly lowers her motivation.",0,0,1,0,0
GPT-4.1,OpenAI,,P27,5,"She values her health and has access to healthcare, but the in-person registration, paperwork, and waiting time are inconvenient, especially with a young child and self-employment responsibilities. Her medium trust in public health also slightly lowers her motivation.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P01,1,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P01,2,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and low income. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P01,3,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P01,4,"The in-person registration with long wait times and complex paperwork is a significant barrier given her full-time job and childcare responsibilities. The requirement for income and residency proof adds further difficulty, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P01,5,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and low income. The requirement for income and residency proof adds complexity, and medium trust in public health authorities does not strongly motivate her to overcome these obstacles.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P02,1,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and low income. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health.",0,0,1,1,0
